0,0.044425,0.044425
1,0.041281,0.041281
2,0.033964,0.033964
3,0.024740,0.024740
4,0.015622,0.015622
5,0.007472,0.007472
6,0.000164,0.000164
7,-0.006544,-0.006544
8,-0.012306,-0.012306
9,-0.016108,-0.016108
10,-0.016927,-0.016927
11,-0.014006,-0.014006
12,-0.008498,-0.008498
13,-0.001769,-0.001769
14,0.004793,0.004793
15,0.010335,0.010335
16,0.014500,0.014500
17,0.017092,0.017092
18,0.017987,0.017987
19,0.017142,0.017142
20,0.014615,0.014615
21,0.010419,0.010419
22,0.005218,0.005218
23,-0.000342,-0.000342
24,-0.005517,-0.005517
25,-0.009630,-0.009630
26,-0.012215,-0.012215
27,-0.013072,-0.013072
28,-0.012383,-0.012383
29,-0.010617,-0.010617
30,-0.008278,-0.008278
31,-0.005610,-0.005610
32,-0.002732,-0.002732
33,0.000173,0.000173
34,0.002656,0.002656
35,0.004200,0.004200
36,0.004449,0.004449
37,0.003404,0.003404
38,0.001418,0.001418
39,-0.000961,-0.000961
40,-0.003248,-0.003248
41,-0.005234,-0.005234
42,-0.006875,-0.006875
43,-0.008184,-0.008184
44,-0.009129,-0.009129
45,-0.009709,-0.009709
46,-0.009958,-0.009958
47,-0.009911,-0.009911
48,-0.009608,-0.009608
49,-0.009126,-0.009126
50,-0.008598,-0.008598
51,-0.008138,-0.008138
52,-0.007748,-0.007748
53,-0.007311,-0.007311
54,-0.006649,-0.006649
55,-0.005594,-0.005594
56,-0.004064,-0.004064
57,-0.002164,-0.002164
58,-0.000183,-0.000183
59,0.001538,0.001538
60,0.002747,0.002747
61,0.003353,0.003353
62,0.003364,0.003364
63,0.002793,0.002793
64,0.001609,0.001609
65,-0.000204,-0.000204
66,-0.002573,-0.002573
67,-0.005245,-0.005245
68,-0.007807,-0.007807
69,-0.009797,-0.009797
70,-0.010880,-0.010880
71,-0.010905,-0.010905
72,-0.009854,-0.009854
73,-0.007780,-0.007780
74,-0.004789,-0.004789
75,-0.001111,-0.001111
76,0.002889,0.002889
77,0.006730,0.006730
78,0.009913,0.009913
79,0.012011,0.012011
80,0.012744,0.012744
81,0.012030,0.012030
82,0.009963,0.009963
83,0.006764,0.006764
84,0.002779,0.002779
85,-0.001475,-0.001475
86,-0.005363,-0.005363
87,-0.008283,-0.008283
88,-0.009858,-0.009858
89,-0.009962,-0.009962
90,-0.008619,-0.008619
91,-0.005896,-0.005896
92,-0.001908,-0.001908
93,0.003118,0.003118
94,0.008673,0.008673
95,0.013967,0.013967
96,0.018074,0.018074
97,0.020283,0.020283
98,0.020382,0.020382
99,0.018660,0.018660
100,0.015668,0.015668
101,0.011921,0.011921
102,0.007793,0.007793
103,0.003571,0.003571
104,-0.000429,-0.000429
105,-0.003829,-0.003829
106,-0.006234,-0.006234
107,-0.007302,-0.007302
108,-0.006859,-0.006859
109,-0.004993,-0.004993
110,-0.002113,-0.002113
111,0.001165,0.001165
112,0.004237,0.004237
113,0.006691,0.006691
114,0.008383,0.008383
115,0.009321,0.009321
116,0.009526,0.009526
117,0.008898,0.008898
118,0.007335,0.007335
119,0.004906,0.004906
120,0.001976,0.001976
121,-0.000891,-0.000891
122,-0.003179,-0.003179
123,-0.004621,-0.004621
124,-0.005290,-0.005290
125,-0.005387,-0.005387
126,-0.005037,-0.005037
127,-0.004204,-0.004204
128,-0.002821,-0.002821
129,-0.001025,-0.001025
130,0.000779,0.000779
131,0.002090,0.002090
132,0.002620,0.002620
133,0.002435,0.002435
134,0.001841,0.001841
135,0.001097,0.001097
136,0.000224,0.000224
137,-0.000876,-0.000876
138,-0.002214,-0.002214
139,-0.003579,-0.003579
140,-0.004627,-0.004627
141,-0.005110,-0.005110
142,-0.005046,-0.005046
143,-0.004683,-0.004683
144,-0.004298,-0.004298
145,-0.004041,-0.004041
146,-0.003859,-0.003859
147,-0.003646,-0.003646
148,-0.003348,-0.003348
149,-0.003026,-0.003026
150,-0.002805,-0.002805
151,-0.002770,-0.002770
152,-0.002894,-0.002894
153,-0.003032,-0.003032
154,-0.003008,-0.003008
