0,0.153434,0.153434
1,0.144866,0.144866
2,0.125867,0.125867
3,0.103069,0.103069
4,0.081973,0.081973
5,0.064707,0.064707
6,0.050534,0.050534
7,0.038211,0.038211
8,0.027685,0.027685
9,0.020250,0.020250
10,0.017043,0.017043
11,0.018234,0.018234
12,0.022996,0.022996
13,0.029799,0.029799
14,0.036779,0.036779
15,0.042507,0.042507
16,0.045810,0.045810
17,0.045609,0.045609
18,0.041509,0.041509
19,0.034189,0.034189
20,0.024852,0.024852
21,0.014596,0.014596
22,0.004211,0.004211
23,-0.005991,-0.005991
24,-0.015666,-0.015666
25,-0.023989,-0.023989
26,-0.030018,-0.030018
27,-0.033117,-0.033117
28,-0.033534,-0.033534
29,-0.032172,-0.032172
30,-0.029945,-0.029945
31,-0.027056,-0.027056
32,-0.023427,-0.023427
33,-0.019398,-0.019398
34,-0.016210,-0.016210
35,-0.015320,-0.015320
36,-0.017600,-0.017600
37,-0.022663,-0.022663
38,-0.029223,-0.029223
39,-0.035771,-0.035771
40,-0.041221,-0.041221
41,-0.045244,-0.045244
42,-0.047814,-0.047814
43,-0.048996,-0.048996
44,-0.048947,-0.048947
45,-0.048125,-0.048125
46,-0.047028,-0.047028
47,-0.045880,-0.045880
48,-0.044656,-0.044656
49,-0.043343,-0.043343
50,-0.042206,-0.042206
51,-0.041653,-0.041653
52,-0.041719,-0.041719
53,-0.041923,-0.041923
54,-0.041465,-0.041465
55,-0.039654,-0.039654
56,-0.036132,-0.036132
57,-0.031143,-0.031143
58,-0.025460,-0.025460
59,-0.020024,-0.020024
60,-0.015651,-0.015651
61,-0.012711,-0.012711
62,-0.011189,-0.011189
63,-0.010888,-0.010888
64,-0.011658,-0.011658
65,-0.013387,-0.013387
66,-0.015925,-0.015925
67,-0.018955,-0.018955
68,-0.021931,-0.021931
69,-0.024189,-0.024189
70,-0.025268,-0.025268
71,-0.024878,-0.024878
72,-0.022829,-0.022829
73,-0.019015,-0.019015
74,-0.013423,-0.013423
75,-0.006254,-0.006254
76,0.002030,0.002030
77,0.010627,0.010627
78,0.018511,0.018511
79,0.024604,0.024604
80,0.028123,0.028123
81,0.028903,0.028903
82,0.027304,0.027304
83,0.023928,0.023928
84,0.019336,0.019336
85,0.014189,0.014189
86,0.009281,0.009281
87,0.005473,0.005473
88,0.003417,0.003417
89,0.003525,0.003525
90,0.006157,0.006157
91,0.011688,0.011688
92,0.020298,0.020298
93,0.031717,0.031717
94,0.044645,0.044645
95,0.056877,0.056877
96,0.065794,0.065794
97,0.069614,0.069614
98,0.068222,0.068222
99,0.063024,0.063024
100,0.055921,0.055921
101,0.048245,0.048245
102,0.040557,0.040557
103,0.033083,0.033083
104,0.026161,0.026161
105,0.020251,0.020251
106,0.015763,0.015763
107,0.013039,0.013039
108,0.012420,0.012420
109,0.014098,0.014098
110,0.017657,0.017657
111,0.021992,0.021992
112,0.025744,0.025744
113,0.027899,0.027899
114,0.028200,0.028200
115,0.026983,0.026983
116,0.024795,0.024795
117,0.021783,0.021783
118,0.017814,0.017814
119,0.012756,0.012756
120,0.006868,0.006868
121,0.000886,0.000886
122,-0.004276,-0.004276
123,-0.007927,-0.007927
124,-0.010056,-0.010056
125,-0.011015,-0.011015
126,-0.011132,-0.011132
127,-0.010394,-0.010394
128,-0.008639,-0.008639
129,-0.006110,-0.006110
130,-0.003671,-0.003671
131,-0.002427,-0.002427
132,-0.002942,-0.002942
133,-0.004918,-0.004918
134,-0.007532,-0.007532
135,-0.010184,-0.010184
136,-0.012927,-0.012927
137,-0.016016,-0.016016
138,-0.019337,-0.019337
139,-0.022268,-0.022268
140,-0.024053,-0.024053
141,-0.024419,-0.024419
142,-0.023752,-0.023752
143,-0.022793,-0.022793
144,-0.022031,-0.022031
145,-0.021578,-0.021578
146,-0.021236,-0.021236
147,-0.020904,-0.020904
148,-0.020669,-0.020669
149,-0.020764,-0.020764
150,-0.021288,-0.021288
151,-0.022118,-0.022118
152,-0.022953,-0.022953
153,-0.023410,-0.023410
154,-0.023191,-0.023191
155,-0.022164,-0.022164
156,-0.020426,-0.020426
157,-0.018331,-0.018331
158,-0.016411,-0.016411
159,-0.015220,-0.015220
160,-0.014985,-0.014985
161,-0.015490,-0.015490
162,-0.016281,-0.016281
163,-0.016956,-0.016956
164,-0.017450,-0.017450
165,-0.017965,-0.017965
166,-0.018692,-0.018692
167,-0.019545,-0.019545
168,-0.020097,-0.020097
169,-0.019808,-0.019808
170,-0.018393,-0.018393
171,-0.016045,-0.016045
172,-0.013302,-0.013302
173,-0.010658,-0.010658
174,-0.008247,-0.008247
175,-0.005882,-0.005882
176,-0.003421,-0.003421
177,-0.001120,-0.001120
178,0.000462,0.000462
179,0.000907,0.000907
180,0.000321,0.000321
181,-0.000707,-0.000707
182,-0.001502,-0.001502
183,-0.001699,-0.001699
184,-0.001471,-0.001471
185,-0.001220,-0.001220
186,-0.001102,-0.001102
187,-0.000785,-0.000785
188,0.000428,0.000428
189,0.003080,0.003080
190,0.007234,0.007234
191,0.012320,0.012320
192,0.017357,0.017357
193,0.021294,0.021294
194,0.023322,0.023322
195,0.023253,0.023253
196,0.021672,0.021672
197,0.019696,0.019696
198,0.018327,0.018327
199,0.017926,0.017926
200,0.018082,0.018082
201,0.018077,0.018077
202,0.017559,0.017559
203,0.016875,0.016875
204,0.016722,0.016722
205,0.017604,0.017604
206,0.019388,0.019388
207,0.021397,0.021397
208,0.022856,0.022856
209,0.023384,0.023384
210,0.023070,0.023070
211,0.022303,0.022303
212,0.021501,0.021501
213,0.020902,0.020902
214,0.020534,0.020534
215,0.020297,0.020297
216,0.020079,0.020079
217,0.019739,0.019739
218,0.019131,0.019131
219,0.018188,0.018188
220,0.016973,0.016973
221,0.015647,0.015647
222,0.014427,0.014427
223,0.013404,0.013404
224,0.012479,0.012479
225,0.011446,0.011446
226,0.010170,0.010170
227,0.008577,0.008577
228,0.006716,0.006716
229,0.004736,0.004736
230,0.002775,0.002775
231,0.000867,0.000867
232,-0.001076,-0.001076
233,-0.003085,-0.003085
234,-0.005093,-0.005093
235,-0.006885,-0.006885
236,-0.008176,-0.008176
237,-0.008897,-0.008897
238,-0.009266,-0.009266
239,-0.009544,-0.009544
240,-0.009887,-0.009887
241,-0.010241,-0.010241
242,-0.010452,-0.010452
